url,author,content,reactions_count,comments_count,shares_count,total_comments_crawled
https://www.facebook.com/toiladanthuductphcm/posts/pfbid02YFonsfkGggmYiv1f8C7rccSwB8p7n8T72UfX4vfbGAb4CBmAeQAPAE2LmfbMdk28l?__cft__[0]=AZVc624gyhIaJ7MmRXPLunmNgq2fiA4zULHWWMuQ6PT-aNhge5yVZnzVJRlbTza6ksRioUob_nbPcgvv6uLeJziqyG91Ax1rMh8_ateJPtVJl0pofPNO9ETcqyrnIGGi6ySjyCGTheWFBXAm9GLz8qL6FUn8dvk58Dp-lsfMHki-hg&__tn__=%2CO%2CP-R,Tôi Là Dân Thủ Đức,"May mắn quá, trên đường về quê, người đàn ông ghé vào mua vé số rồi trúng 28 tỉ
Một người khoảng 30t, ở Đắk Lắk trúng giải đặc biệt dãy số 919582 của xổ số kiến thiết Bình Thuận mở thưởng hôm 5-6. 
Người này có 14 tờ vé số trúng giải đặc biệt với tổng 28 tỉ (chưa trừ thuế)
Theo PLO
Tôi Là Dân Thủ Đức",2100,364,8,78
